ARNC, -0.03
ALK, -0.03
JNJ, -0.04
XLNX, -0.04
PH, -0.04
FISV, -0.05
HSIC, -0.05
HBAN, -0.06
CAG, -0.06
ALLE, -0.06
BAC, -0.06
GPN, -0.07
CHTR, -0.07
COL, -0.07
DVN, -0.08
LKQ, -0.08
AZO, -0.08
AME, -0.08
SNAP, -0.08
RHI, -0.08
AMD, -0.09
INTU, -0.09
COF, -0.09
IFF, -0.09
CNC, -0.1
ADSK, -0.1
MRK, -0.11
AEP, -0.11
LYB, -0.12
LRCX, -0.14
FFIV, -0.15
AMT, -0.16
CME, -0.16
WHR, -0.17
UNP, -0.17
HAL, -0.17
EA, -0.18
IVZ, -0.19
DFS, -0.19
VRTX, -0.19
ROP, -0.19
NKE, -0.2
HD, -0.2
AES, -0.21
AAP, -0.22
C, -0.22
INCY, -0.24
FMC, -0.24
BLK, -0.25
AIZ, -0.26
AMZN, -0.28
GPC, -0.31
AMGN, -0.35
PLD, -0.39
MSFT, -0.4
DXC, -0.43
BWA, -0.43
FB, -0.45
LEN, -0.46
BBY, -0.46
CHK, -0.47
AAPL, -0.48
INTC, -0.49
ORLY, -0.52
KSS, -0.53
LLY, -0.54
ABBV, -0.57
DHI, -0.57
MCK, -0.6
AIV, -0.65
PHM, -0.66
IBM, -0.68
HBI, -0.7
PXD, -0.7
EMR, -0.71
GPS, -0.71
RSG, -0.71
ILMN, -0.72
APD, -0.72
MLM, -0.76
LEG, -0.76
GOOGL, -0.77
HPQ, -0.78
PNR, -0.78
JCI, -0.78
RCL, -0.79
SCG, nan
SHW, 1.13
SRE, 0.99
SIG, 0.88
SLB, 0.12
STX, 0.08
SNA, -0.04
STT, -0.1
SEE, -0.14
SPG, -0.17
SYF, -0.18
USB, -0.31
BK, -0.49
CLX, -0.51
UNM, -0.64
URI, -0.69
ULTA, -0.74
WAT, -0.75
DIS, -0.76
AMP, -0.79
SQ, -0.8
ANSS, -0.81
EMN, -0.81
TPR, -0.81
WM, -0.81
STZ, -0.82
KEY, -0.82
GT, -0.82
DOCU, -0.83
FLS, -0.83
MGM, -0.83
TIF, -0.83
IDXX, -0.83
FBHS, -0.84
DE, -0.84
DVA, -0.84
GWW, -0.85
AOS, -0.85
AVGO, -0.85
VTR, -0.86
ZION, -0.86
NVDA, -0.88
ROK, -0.88
MAT, -0.89
TWLO, -0.9
CAT, -0.91
VRSK, -0.91
HAS, -0.91
CMI, -0.91
SNPS, -0.92
LUV, -0.93
AXP, -0.93
FCX, -0.94
DLTR, -0.95
WRK, -0.98
DRE, -1.01
GS, -1.01
FTI, -1.05
ZTS, -1.06
FLR, -1.07
CMG, -1.12
NBL, -1.14
TDG, -1.28
NOV, -1.3
XRX, -1.31
MAA, -1.33
FL, -1.43
BSX, -1.57
UDR, -1.65
PYPL, -1.7
ESS, -1.73
GOOG, -1.74
GRMN, -1.76
LH, -1.84
ATVI, -1.9
F, -1.92
GM, -2.38
PCAR, -2.41
NFLX, -2.85
