BHF, -0.62
UAL, -0.63
CMA, -0.64
URI, -0.65
MS, -0.65
CMI, -0.66
PFG, -0.66
PNC, -0.67
UPS, -0.67
AIZ, -0.67
NCLH, -0.67
AOS, -0.67
SEE, -0.67
CMG, -0.68
ETN, -0.68
HRB, -0.69
IDXX, -0.69
CCL, -0.69
FB, -0.7
BAC, -0.7
AMG, -0.71
RF, -0.71
GS, -0.71
GLW, -0.72
CTAS, -0.72
SJM, -0.72
RE, -0.73
NKE, -0.73
AMP, -0.73
PRGO, -0.74
FITB, -0.74
CI, -0.74
NDAQ, -0.74
ISRG, -0.76
HPE, -0.76
AIG, -0.76
MTD, -0.77
WBA, -0.77
SBUX, -0.77
ALLE, -0.79
TDG, -0.79
ALB, -0.79
ZION, -0.79
CMCSA, -0.79
AFL, -0.8
LH, -0.8
ORLY, -0.8
HOG, -0.81
NAVI, -0.81
FE, -0.81
A, -0.81
DISCA, -0.81
GWW, -0.82
DISH, -0.82
FOX, -0.82
GPC, -0.82
IPG, -0.83
TROW, -0.83
DISCK, -0.83
SNAP, -0.83
FOXA, -0.84
INCY, -0.84
HBAN, -0.85
PYPL, -0.85
FLR, -0.86
JPM, -0.86
RJF, -0.86
DIS, -0.87
SQ, -0.87
PKG, -0.87
JNPR, -0.87
RL, -0.88
ETR, -0.88
DAL, -0.88
EA, -0.89
WY, -0.9
BK, -0.9
F, -0.91
AAP, -0.91
APTV, -0.91
TXT, -0.91
OKE, -0.92
VRTX, -0.93
EXPD, -0.93
CF, -0.93
TSCO, -0.94
UAA, -0.94
ABBV, -0.94
BWA, -0.94
AES, -0.95
ADBE, -0.95
WYNN, -0.95
WDC, -0.95
INTC, -0.97
UA, -0.97
ACN, -0.97
NRG, -0.97
MHK, -0.97
NTRS, -0.97
LEG, -0.97
BA, -0.98
MAR, -0.98
BXP, -0.98
CINF, -0.98
XYL, -0.99
ALGN, -0.99
IBM, -1.0
EFX, -1.0
LULU, -1.0
XRX, -1.0
FDX, -1.0
PPG, -1.01
WU, -1.01
OMC, -1.01
LOW, -1.03
HBI, -1.03
HPQ, -1.03
PVH, -1.05
BLK, -1.05
MSFT, -1.06
GM, -1.06
KHC, -1.1
TPR, -1.1
DRI, -1.11
SNPS, -1.15
REGN, -1.17
CME, -1.18
GOOG, -1.24
GOOGL, -1.29
DLTR, -1.39
DHR, -1.48
CB, -1.49
ILMN, -1.51
NVDA, -1.54
CTSH, -1.58
L, -1.6
ALL, -1.68
TRV, -1.68
MMC, -1.7
AYI, -1.71
RCL, -1.72
LKQ, -1.76
ADS, -1.8
XLNX, -1.92
CSCO, -1.92
BLL, -2.08
SGEN, -2.17
SPLK, -2.19
KSS, -2.21
MDT, -2.21
FISV, -2.23
BBY, -2.27
ULTA, -2.41
TJX, -2.41
NTAP, -2.49
M, -2.64
CRM, -2.68
