HD, nan
HON, 0.21
HUM, 0.18
O, 0.08
HII, 0.05
RCL, 0.03
RF, 0.01
ROK, -0.02
SLB, -0.03
SEE, -0.04
COL, -0.04
INTC, -0.07
HBAN, -0.08
PHM, -0.09
MPC, -0.1
IVZ, -0.1
PM, -0.11
HPQ, -0.11
JPM, -0.11
NRG, -0.11
KSS, -0.11
NI, -0.12
BK, -0.12
REGN, -0.12
PSA, -0.14
SPGI, -0.14
ROST, -0.14
SRCL, -0.14
HSY, -0.15
JNJ, -0.15
NTRS, -0.17
NAVI, -0.17
CMCSA, -0.17
ALB, -0.17
ICE, -0.18
APA, -0.18
RJF, -0.18
SYK, -0.18
IR, -0.18
IRM, -0.18
HPE, -0.19
MAA, -0.19
RSG, -0.19
OKE, -0.19
PKG, -0.2
CCI, -0.21
EQR, -0.22
INFO, -0.22
SBAC, -0.23
ADBE, -0.23
ALXN, -0.25
FB, -0.26
PVH, -0.27
CHD, -0.27
HST, -0.27
FRT, -0.28
EQIX, -0.28
BMY, -0.3
PLD, -0.3
MO, -0.3
HRL, -0.3
PFE, -0.31
AZO, -0.31
AIV, -0.32
AVY, -0.33
AMT, -0.34
ESS, -0.34
DRI, -0.35
MDT, -0.35
NDAQ, -0.36
NFLX, -0.36
REG, -0.37
RRC, -0.37
DVN, -0.37
ABBV, -0.39
EL, -0.41
BBY, -0.41
K, -0.43
CRM, -0.45
MOS, nan
TRV, 0.19
TMO, 0.13
FOX, 0.12
TSCO, 0.08
USB, 0.03
UAL, 0.02
UNH, -0.01
DIS, -0.01
TRIP, -0.03
VLO, -0.04
VRSN, -0.04
WMT, -0.05
URI, -0.05
WAT, -0.06
WEC, -0.06
TJX, -0.09
XL, -0.11
UDR, -0.17
SGEN, -0.19
WFC, -0.19
XYL, -0.25
WYNN, -0.26
WM, -0.31
SPLK, -0.32
VRSK, -0.35
WY, -0.38
ZM, -0.44
CTXS, -0.46
CPB, -0.48
EFX, -0.48
ULTA, -0.49
DG, -0.5
ADSK, -0.53
KR, -0.54
GOOG, -0.56
CDNS, -0.57
PWR, -0.57
SIG, -0.57
GOOGL, -0.58
RHI, -0.6
BAX, -0.6
EXR, -0.62
JWN, -0.62
CSCO, -0.67
DOV, -0.67
DRE, -0.68
RMD, -0.77
EBAY, -0.8
ADS, -0.82
EMR, -0.83
LKQ, -0.87
NTAP, -0.89
M, -0.9
AOS, -0.9
MSFT, -0.91
JCI, -0.92
XLNX, -0.95
ZION, -0.96
COTY, -0.97
MSI, -1.06
STT, -1.07
APH, -1.07
TROW, -1.12
MCHP, -1.13
MGM, -1.14
BLK, -1.14
PYPL, -1.14
INTU, -1.27
AVGO, -1.32
NVDA, -1.33
SNPS, -1.38
A, -1.46
MTD, -1.92
DLTR, -1.99
HOLX, -2.02
JBHT, -2.03
GRMN, -2.3
